MSISDN,Dialed Number,Start Time,Dur(s),Equipment ID,SIM ID,First CGI,Type
9883242102,9873872148,2026-02-14 00:23:00,814,610357972798552,404544964759876,4227-20261,MOC
9807159696,9867468071,2026-02-07 09:23:00,732,299606530745054,404631224179749,2090-18950,MTC
9892127799,9823285884,2026-02-12 00:23:00,774,088019948837550,404455877169472,5952-67175,MTC
9894406409,9861201836,2026-02-05 08:23:00,77,688615335554398,404544964759876,1827-26870,MTC
9881223623,9837346706,2026-02-19 11:23:00,498,112880133613861,404275539423733,1000-31866,MTC
9875255341,9896965328,2026-02-13 07:23:00,202,367850821486289,404275539423733,6668-72343,MTC
9879402654,9850752735,2026-02-09 16:23:00,552,811437447012045,404428699041379,9401-31320,MTC
9899809402,9879955271,2026-02-16 02:23:00,167,367850821486289,404318432225913,7060-82649,MTC
9867468071,9871349361,2026-02-17 14:23:00,349,525007432927129,404174564240082,1176-37436,MTC
9881223623,9840196556,2026-03-03 04:23:00,834,561100225579415,404392827229927,3200-49071,MOC
9834738299,9814737996,2026-03-03 06:23:00,203,003354216894210,404997968845783,3406-58201,MTC
9890913341,9889083863,2026-02-13 10:23:00,454,832684245088210,404428699041379,9932-15375,MTC
9848932528,9831367837,2026-02-21 09:23:00,46,780157399305616,404567700518449,7390-47166,MTC
9859514846,9807159696,2026-02-15 09:23:00,631,947985158328182,404728463920867,7142-81757,MTC
9818495931,9805466889,2026-02-15 16:23:00,534,414060293333468,404508637659916,5027-68576,MOC
9878961183,9879740344,2026-02-13 13:23:00,788,163735160917798,404036915594284,8266-80783,MTC
9833300002,9807991183,2026-02-27 14:23:00,416,667665061809190,404269448695946,3495-43681,MTC
9880957015,9803432445,2026-03-03 21:23:00,428,832684245088210,404567700518449,8622-59931,MOC
9829042284,9814737996,2026-02-17 04:23:00,455,525007432927129,404055778487282,7214-58247,MOC
9838851606,9848932528,2026-02-05 20:23:00,318,023303070534578,404368872588744,8188-99224,MTC
9866319314,9874074821,2026-02-17 11:23:00,477,336452577754781,404318432225913,8364-56474,MOC
9878961183,9800978820,2026-02-11 08:23:00,346,688615335554398,404036915594284,7359-82775,MOC
9859407816,9804556238,2026-02-22 14:23:00,770,933472122816064,404988392053021,8333-72983,MOC
9873872148,9810310518,2026-03-01 21:23:00,505,842294057202590,404034717545588,2411-55351,MOC
9884251354,9811116152,2026-02-21 19:23:00,427,003354216894210,404029922809202,6173-24849,MTC
9899809402,9807991183,2026-02-20 15:23:00,399,336452577754781,404465669380118,2512-51128,MOC
9880531003,9803413164,2026-03-01 02:23:00,745,099688143536822,404450615939982,3910-83571,MOC
9801845146,9874016400,2026-02-11 08:23:00,862,270808697829221,404728463920867,6731-19693,MOC
9881219136,9869985435,2026-02-20 02:23:00,173,667665061809190,404564729293143,7975-52408,MOC
9823511615,9801845146,2026-02-09 14:23:00,811,207501102481934,404728463920867,3129-74250,MOC
9861796405,9841395376,2026-03-01 05:23:00,583,610357972798552,404693084887256,6931-25706,MTC
9801845146,9875588675,2026-02-07 05:23:00,249,699586693465472,404465669380118,5639-27753,MTC
9889638346,9854516808,2026-03-01 11:23:00,111,775949299556205,404892665918463,3656-64143,MTC
9879402654,9898327315,2026-02-21 09:23:00,761,666580043973598,404589026012796,6087-31011,MTC
9867365766,9848175496,2026-02-23 05:23:00,475,112880133613861,404757051204618,5739-82175,MOC
9814737996,9827048281,2026-02-18 22:23:00,97,460223569725217,404178006811492,8564-58334,MTC
9814737996,9816658760,2026-02-26 17:23:00,305,811437447012045,404723460136730,9250-17237,MOC
9833300003,9833300001,2026-02-09 01:23:00,557,667665061809190,404866322702672,7549-64344,MTC
9864160529,9836713695,2026-02-26 14:23:00,755,810620034244204,404247314986430,3547-70704,MTC
9889083863,9827484677,2026-03-04 03:23:00,861,158144914766072,404269448695946,8755-77199,MTC
9894406409,9823285884,2026-02-21 08:23:00,279,447132475469137,404735020802144,7627-84140,MTC
9856670106,9847143455,2026-02-06 22:23:00,125,414060293333468,404269448695946,5335-66100,MTC
9857871331,9834738299,2026-02-11 13:23:00,557,447898562575326,404790807595794,2069-13659,MTC
9878403690,9891022901,2026-03-02 11:23:00,814,743748969108589,404544964759876,4020-54013,MTC
9867365766,9850752735,2026-02-24 14:23:00,209,916375628900287,404885744890612,7076-87106,MTC
9815654527,9892832764,2026-02-05 18:23:00,701,167014508993588,404544964759876,6806-26567,MOC
9875655125,9847679764,2026-02-05 00:23:00,618,521667467621202,404318432225913,7801-41243,MTC
9811100102,9847143455,2026-02-02 22:23:00,71,207501102481934,404034717545588,8165-18349,MTC
9877449058,9838851606,2026-02-07 21:23:00,29,842294057202590,404997968845783,1713-23229,MTC
9874989413,9859514846,2026-02-06 00:23:00,690,699586693465472,404885744890612,7132-10194,MTC
9809134316,9856049451,2026-02-20 20:23:00,218,488510272614933,404848947697357,9367-18765,MTC
9821465840,9843699577,2026-02-27 20:23:00,776,525007432927129,404634163894484,2889-35492,MTC
9833300002,9824745171,2026-02-04 10:23:00,183,033230982150648,404634163894484,1411-96179,MOC
9801845146,9818227824,2026-03-02 04:23:00,538,141173934835642,404790714163356,9821-49874,MOC
9836690967,9883503056,2026-02-21 19:23:00,16,471709991738168,404651777392603,4014-61550,MOC
9821818835,9805151864,2026-02-24 22:23:00,221,007229034944665,404270312073564,9790-89782,MOC
9823511615,9807159696,2026-02-11 11:23:00,304,367850821486289,404631224179749,5760-11046,MTC
9896965328,9893745299,2026-02-11 04:23:00,689,177971775170166,404997968845783,6702-99660,MTC
9875946474,9879955271,2026-02-06 06:23:00,341,141173934835642,404693084887256,5747-21904,MTC
9877434873,9867525459,2026-02-07 09:23:00,741,239431290878141,404318432225913,7414-69912,MOC
9810762268,9811724005,2026-03-04 03:23:00,712,688615335554398,404544964759876,8552-26196,MOC
9824745171,9839421047,2026-03-02 16:23:00,184,248251353465549,404270312073564,1253-56055,MTC
9837826398,9800379176,2026-02-25 15:23:00,757,239431290878141,404490277038430,2463-17305,MTC
9847679764,9856482366,2026-02-07 14:23:00,540,484085887704358,404956213721386,4387-60312,MTC
9833300003,9885149368,2026-02-27 13:23:00,472,167014508993588,404270312073564,6486-50413,MOC
9859407816,9852427868,2026-02-24 09:23:00,507,666676008350583,404631224179749,4390-78286,MTC
9861796405,9863421607,2026-02-04 17:23:00,5,810620034244204,404848947697357,6389-94735,MOC
9821818835,9833300003,2026-02-17 10:23:00,25,775949299556205,404455877169472,9485-15766,MOC
9812419049,9833300003,2026-02-27 02:23:00,566,666676008350583,404564729293143,9661-83941,MTC
9895171870,9879402654,2026-02-19 11:23:00,243,380571983863840,404455877169472,4098-49515,MTC
9849578856,9893792374,2026-02-07 00:23:00,676,148564679970246,404455877169472,5581-22068,MTC
9857986872,9821020539,2026-02-09 06:23:00,365,842294057202590,404865577908272,2019-36049,MTC
9871349361,9800379176,2026-02-08 09:23:00,675,933472122816064,404114351906698,3765-87697,MTC
9827484677,9849578856,2026-02-20 21:23:00,823,207501102481934,404269448695946,3375-76929,MTC
9834738299,9891905865,2026-02-15 08:23:00,840,299606530745054,404956213721386,4460-19245,MTC
9871349361,9874074821,2026-02-07 23:23:00,641,944171545444328,404392827229927,1846-62815,MTC
9834624751,9859407816,2026-02-24 13:23:00,823,413975523149135,404892665918463,1188-69113,MOC
9889638346,9857262849,2026-02-26 14:23:00,456,811437447012045,404428699041379,3242-68571,MTC
9818227824,9811998679,2026-02-02 21:23:00,17,471709991738168,404368872588744,9979-70822,MOC
9873872148,9841395376,2026-02-17 21:23:00,184,299606530745054,404318432225913,1238-34141,MOC
9876627028,9859514846,2026-02-25 13:23:00,814,230461849926189,404634163894484,1902-48439,MTC
9850240268,9839421047,2026-02-05 00:23:00,878,239431290878141,404651777392603,8663-14272,MOC
9878403690,9873872148,2026-02-09 04:23:00,85,380571983863840,404503731453038,7356-22881,MTC
9838156149,9891022901,2026-02-15 20:23:00,680,944171545444328,404368872588744,8853-75310,MTC
9880957015,9898327315,2026-02-22 20:23:00,182,269848583339452,404865577908272,1060-64291,MTC
9864160529,9875255341,2026-02-19 16:23:00,137,667665061809190,404589026012796,1811-70767,MOC
9892832764,9834738299,2026-02-09 18:23:00,501,087375300119721,404790807595794,9108-13113,MOC
9833963605,9809743953,2026-02-25 12:23:00,728,944171545444328,404651777392603,5963-40998,MTC
9874074821,9879740344,2026-02-18 08:23:00,846,309652074466609,404318432225913,4009-94372,MOC
9860883561,9890229413,2026-02-12 02:23:00,365,207501102481934,404892665918463,3972-91726,MOC
9827484677,9871349361,2026-02-25 19:23:00,250,699586693465472,404318432225913,7535-39789,MTC
9821020539,9891905865,2026-02-19 12:23:00,725,666580043973598,404247314986430,1577-21383,MTC
9827849808,9827048281,2026-02-25 20:23:00,566,367850821486289,404343333952111,3267-91797,MOC
9811100101,9819600133,2026-02-10 13:23:00,490,775949299556205,404772369292984,3746-75350,MTC
9834624751,9837735158,2026-02-07 03:23:00,517,088019948837550,404490277038430,1459-91710,MTC
9864887719,9823285884,2026-02-12 07:23:00,600,666676008350583,404098180635651,6681-62126,MTC
9803413164,9876627028,2026-03-02 10:23:00,396,447132475469137,404174564240082,3247-24522,MTC
9878390847,9824745171,2026-03-03 01:23:00,686,810620034244204,404164334722820,4135-34113,MTC
9806594013,9850240268,2026-02-09 06:23:00,814,842294057202590,404490277038430,4462-23424,MTC
9833963605,9883242102,2026-02-24 03:23:00,866,099688143536822,404588043416518,1090-38503,MTC
9816658760,9870348247,2026-02-17 02:23:00,561,087375300119721,404269448695946,1364-71289,MTC
9811724005,9803413164,2026-02-27 07:23:00,239,667665061809190,404490277038430,3121-76809,MTC
9893745299,9818506716,2026-02-16 00:23:00,289,666580043973598,404772369292984,7002-25838,MTC
9877014363,9833300003,2026-02-23 06:23:00,618,721753540838663,404388629127990,1355-83319,MOC
9844550229,9875161369,2026-02-02 15:23:00,505,721753540838663,404956213721386,8856-29417,MTC
9821465840,9831839335,2026-02-27 00:23:00,439,810620034244204,404885744890612,4557-20709,MTC
9820377889,9874016400,2026-02-14 03:23:00,897,003354216894210,404790807595794,3960-63075,MTC
9880531003,9878961183,2026-02-12 10:23:00,107,413975523149135,404757051204618,2251-87482,MOC
9811100103,9843524082,2026-02-17 07:23:00,570,087375300119721,404988392053021,7720-23197,MTC
9867468071,9890913341,2026-02-25 18:23:00,667,414060293333468,404723460136730,6185-26530,MTC
9857986872,9873763116,2026-02-10 23:23:00,797,666676008350583,404631224179749,8726-69219,MOC
9885149368,9839421047,2026-02-04 23:23:00,515,158144914766072,404256996112535,3723-37479,MTC
9882620450,9829946804,2026-02-15 14:23:00,553,909010016761847,404174564240082,5553-89744,MTC
9877014363,9890229413,2026-02-25 08:23:00,151,484085887704358,404178006811492,9781-38442,MOC
9898169340,9809477752,2026-02-24 15:23:00,861,163735160917798,404693084887256,6543-60987,MOC
9868501429,9864160529,2026-02-28 17:23:00,497,780157399305616,404634163894484,7737-81057,MTC
9871012269,9819399091,2026-02-04 04:23:00,463,169797296590277,404693084887256,5511-40180,MOC
9875588675,9869985435,2026-03-01 14:23:00,22,239431290878141,404881172980686,8783-62284,MOC
9892832764,9862473178,2026-02-28 19:23:00,5,309652074466609,404589026012796,6229-13295,MOC
9856670106,9849578856,2026-02-11 21:23:00,355,944171545444328,404997968845783,2199-43015,MOC
9861796405,9823285884,2026-02-17 00:23:00,739,933472122816064,404735020802144,4901-68553,MTC
9873872148,9811998679,2026-02-13 06:23:00,326,087375300119721,404634163894484,9645-32829,MTC
9877360260,9880988516,2026-02-24 13:23:00,521,248251353465549,404392827229927,5436-51906,MOC
9844550229,9871349361,2026-02-20 09:23:00,271,811437447012045,404997968845783,3445-69980,MOC
9874074821,9800471138,2026-03-04 00:23:00,877,309652074466609,404728463920867,7884-27083,MTC
9833300003,9800379176,2026-02-25 13:23:00,472,743748969108589,404257991366210,6644-77149,MTC
9844935348,9893174612,2026-02-10 07:23:00,134,944171545444328,404490277038430,7068-26587,MTC
9840084271,9859407816,2026-02-10 06:23:00,818,099688143536822,404589026012796,9438-98793,MOC
9818506716,9850643171,2026-02-24 10:23:00,422,367850821486289,404257991366210,5415-22322,MOC
9856049451,9881219136,2026-02-12 15:23:00,32,743748969108589,404757051204618,7141-71053,MOC
9810433218,9851370985,2026-02-17 08:23:00,514,291428341108099,404220234132611,6144-76186,MTC
9891022901,9878390847,2026-02-07 17:23:00,57,933472122816064,404503731453038,8754-60174,MOC
9812419049,9836690967,2026-02-13 20:23:00,300,336452577754781,404772369292984,2666-16517,MOC
9885574443,9827849808,2026-02-16 13:23:00,724,561100225579415,404275539423733,8580-82209,MOC
9801128059,9877360260,2026-02-07 19:23:00,546,291428341108099,404247314986430,5594-41957,MTC
9839421047,9805151864,2026-02-23 12:23:00,124,380571983863840,404270312073564,1749-36026,MTC
9898169340,9844550229,2026-02-13 22:23:00,492,935387584282417,404465669380118,1027-10326,MTC
9871093248,9823511615,2026-02-10 19:23:00,96,484085887704358,404174564240082,1166-89726,MOC
9809477752,9800978820,2026-02-26 02:23:00,142,944171545444328,404790807595794,9721-46456,MTC
9819399091,9895171870,2026-03-04 00:23:00,673,269848583339452,404270312073564,7012-47472,MTC
9811116152,9864160529,2026-02-24 01:23:00,651,699586693465472,404247314986430,6564-29934,MTC
9805466889,9844935348,2026-02-16 18:23:00,432,270808697829221,404042681818451,2163-54631,MOC
9893792374,9851333872,2026-02-16 07:23:00,478,023303070534578,404343333952111,5364-42802,MTC
9852427868,9827048281,2026-02-09 18:23:00,430,367850821486289,404036915594284,7105-89999,MTC
9881219136,9818506716,2026-02-25 07:23:00,883,248251353465549,404757051204618,3925-85836,MTC
9816697848,9825546659,2026-03-01 17:23:00,420,842294057202590,404723460136730,8722-33164,MTC
9818227824,9821465840,2026-02-08 08:23:00,627,775949299556205,404308536866326,6807-95361,MOC
9870348247,9873763116,2026-02-22 10:23:00,387,299606530745054,404634163894484,2333-40477,MTC
9895134332,9801845146,2026-02-15 02:23:00,119,003354216894210,404465669380118,5902-94518,MOC
9899049027,9818227824,2026-02-11 19:23:00,635,088019948837550,404318432225913,2998-26375,MOC
9843699577,9809521456,2026-02-03 13:23:00,145,239431290878141,404564729293143,4421-66080,MTC
9845494808,9811775891,2026-02-07 01:23:00,493,935387584282417,404808562718750,3000-93910,MTC
9898327315,9895134332,2026-02-17 21:23:00,64,484085887704358,404790807595794,4748-70092,MOC
9801845146,9811100103,2026-02-13 02:23:00,180,414060293333468,404220234132611,2365-48377,MOC
9809743953,9880988516,2026-03-03 22:23:00,176,141173934835642,404564729293143,7508-87324,MTC
9850983930,9811100101,2026-02-16 13:23:00,129,916375628900287,404567700518449,5959-95973,MTC
9814770054,9807991183,2026-02-13 17:23:00,676,299606530745054,404547807740649,4451-31494,MOC
9831727889,9883242102,2026-02-11 08:23:00,212,471709991738168,404036915594284,9829-35850,MOC
9883503056,9800379176,2026-02-08 00:23:00,846,230461849926189,404368872588744,6539-49385,MTC
9811724005,9847143455,2026-02-14 06:23:00,522,525007432927129,404247314986430,8609-56136,MTC
9869985435,9809477752,2026-02-24 09:23:00,468,780157399305616,404029922809202,7033-27274,MOC
9821818835,9869222196,2026-02-20 00:23:00,876,367850821486289,404567700518449,9118-26892,MTC
9893676320,9810433218,2026-02-25 15:23:00,439,460223569725217,404029922809202,2115-73058,MOC
9811998679,9895171870,2026-02-17 14:23:00,756,167014508993588,404547807740649,9175-70706,MOC
9821818835,9863421607,2026-02-05 14:23:00,856,447132475469137,404455877169472,4529-25377,MTC
9839005329,9877360260,2026-02-24 04:23:00,330,336452577754781,404508637659916,5668-74942,MOC
9833300001,9880957015,2026-02-07 02:23:00,509,141173934835642,404275539423733,8949-56215,MOC
9854516808,9881219136,2026-02-13 22:23:00,559,933472122816064,404772369292984,2455-55584,MOC
9843524082,9874989413,2026-02-14 23:23:00,58,688615335554398,404634163894484,2917-16350,MTC
9833754330,9880531003,2026-02-10 07:23:00,145,023303070534578,404164334722820,3604-56268,MOC
9856049451,9843039117,2026-02-21 15:23:00,54,447898562575326,404631224179749,1877-91480,MTC
9871012269,9815654527,2026-02-20 12:23:00,44,414060293333468,404547807740649,6602-91485,MTC
9899809402,9838156149,2026-02-14 02:23:00,532,447132475469137,404547807740649,7573-78563,MTC
9811775891,9808613171,2026-03-03 15:23:00,377,933472122816064,404544964759876,9738-12961,MTC
9818699938,9867525459,2026-02-09 09:23:00,482,561100225579415,404956213721386,7800-53605,MTC
9870348247,9893676320,2026-03-03 05:23:00,823,099688143536822,404651777392603,1354-60957,MTC
9836690967,9810310518,2026-02-06 20:23:00,697,916375628900287,404455877169472,1214-42357,MOC
9880531003,9899856984,2026-02-23 20:23:00,752,488510272614933,404588043416518,4418-44321,MOC
9836541458,9893745299,2026-02-15 15:23:00,514,413975523149135,404164334722820,8991-40924,MTC
9838156149,9871349361,2026-02-27 10:23:00,450,842294057202590,404567700518449,4253-92815,MOC
9838851606,9840196556,2026-02-22 03:23:00,486,699586693465472,404247314986430,6043-64064,MTC
9877360260,9826217459,2026-02-05 12:23:00,487,775949299556205,404881172980686,6525-16947,MTC
9889638346,9833300002,2026-02-24 09:23:00,737,933472122816064,404735020802144,9811-19423,MOC
9805151864,9818495931,2026-03-01 23:23:00,793,688615335554398,404465669380118,8277-35453,MTC
9811100103,9814770054,2026-02-24 08:23:00,202,447898562575326,404055778487282,9163-44688,MTC
9834624751,9807159696,2026-02-24 15:23:00,647,699586693465472,404490277038430,6886-61950,MOC
9839421047,9878403690,2026-02-26 21:23:00,547,007229034944665,404651777392603,4442-90474,MTC
9880793597,9893745299,2026-02-18 00:23:00,449,148564679970246,404392827229927,1472-23480,MTC
9811592124,9809134316,2026-03-02 20:23:00,503,270808697829221,404450615939982,4181-72274,MOC
9857262849,9853315869,2026-02-22 19:23:00,202,288515879968460,404790714163356,1019-92520,MOC
9884251354,9819399091,2026-03-03 03:23:00,723,291428341108099,404848947697357,8571-54690,MOC
9843039117,9818227824,2026-02-15 02:23:00,59,447132475469137,404275539423733,2370-81042,MTC
9803432445,9833754330,2026-02-14 18:23:00,499,832684245088210,404489554393769,2494-25888,MOC
9854516808,9898169340,2026-02-22 18:23:00,164,743748969108589,404114351906698,3658-74924,MOC
9805151864,9867749649,2026-02-17 11:23:00,494,023303070534578,404808562718750,3588-20678,MOC
9899856984,9876038597,2026-02-23 13:23:00,252,933472122816064,404347955276365,7943-30536,MTC
9890229413,9880957015,2026-02-25 18:23:00,475,177971775170166,404723460136730,6091-81944,MTC
9809743953,9857871331,2026-02-20 05:23:00,377,775949299556205,404503731453038,4060-23138,MTC
9875946474,9827484677,2026-02-21 10:23:00,37,414060293333468,404174564240082,3502-87611,MTC
9877434873,9875255341,2026-02-21 14:23:00,312,832684245088210,404956213721386,8522-27809,MOC
9829042284,9859514846,2026-02-14 16:23:00,742,269848583339452,404634163894484,2452-52344,MTC
9826758692,9833300002,2026-02-28 19:23:00,288,414060293333468,404848947697357,4087-75483,MOC
9878390847,9863421607,2026-02-26 21:23:00,247,367850821486289,404567700518449,3709-63773,MTC
9856464170,9864887719,2026-02-12 04:23:00,79,288515879968460,404790807595794,8763-10275,MTC
9806594013,9819399091,2026-02-02 12:23:00,407,471709991738168,404036915594284,5300-17681,MOC
9879740344,9815654527,2026-02-14 12:23:00,632,375899757113055,404256996112535,3732-93104,MTC
9856670106,9857262849,2026-03-02 22:23:00,887,291428341108099,404042681818451,6164-56814,MTC
9806594013,9891905865,2026-03-04 00:23:00,118,933472122816064,404881172980686,1609-31433,MOC
9818506716,9821818835,2026-02-26 07:23:00,126,916375628900287,404428699041379,5278-25503,MTC
9871349361,9891022901,2026-02-04 17:23:00,884,169797296590277,404308536866326,5526-13715,MTC
9890229413,9801128059,2026-02-22 16:23:00,144,688615335554398,404589026012796,2156-21716,MOC
9810310518,9848932528,2026-03-02 02:23:00,833,447898562575326,404503731453038,6151-65553,MOC
9813518233,9877014363,2026-02-09 10:23:00,424,944171545444328,404368872588744,3392-84446,MOC
9873763116,9843699577,2026-02-06 22:23:00,457,688615335554398,404055778487282,3096-38928,MOC
9836541458,9871349361,2026-02-24 16:23:00,170,947985158328182,404114351906698,7281-44090,MOC
9861201836,9871349361,2026-02-11 00:23:00,447,299606530745054,404881172980686,5396-71644,MOC
9823511615,9874016400,2026-03-01 01:23:00,839,525007432927129,404368872588744,8552-78694,MTC
9815654527,9848932528,2026-02-28 06:23:00,884,414060293333468,404490277038430,8559-67483,MOC
9861201836,9861796405,2026-03-03 07:23:00,447,288515879968460,404042681818451,6829-39326,MOC
9811100102,9877360260,2026-02-24 16:23:00,867,088019948837550,404164334722820,9533-82473,MOC
9878403690,9882620450,2026-02-03 09:23:00,580,561100225579415,404392827229927,4755-46374,MOC
9883503056,9874016400,2026-02-03 05:23:00,158,484085887704358,404308536866326,8707-61149,MOC
9864746872,9864160529,2026-03-02 14:23:00,777,561100225579415,404956213721386,6011-18811,MTC
9875161369,9870348247,2026-02-27 17:23:00,842,230461849926189,404318432225913,6228-89053,MTC
9899049027,9879402654,2026-02-04 06:23:00,218,460223569725217,404885744890612,8286-18446,MOC
9810433218,9801128059,2026-02-05 04:23:00,217,230461849926189,404178006811492,4967-30640,MOC
9862473178,9809134316,2026-02-22 02:23:00,315,743748969108589,404651777392603,2330-86817,MOC
9800379176,9885574443,2026-02-07 01:23:00,256,270808697829221,404343333952111,6634-11478,MOC
9880957015,9809134316,2026-02-03 23:23:00,751,447898562575326,404247314986430,1940-29380,MTC
9899809402,9884251354,2026-02-21 17:23:00,693,336452577754781,404029922809202,4575-21224,MTC
9812419049,9827484677,2026-03-04 05:23:00,531,909010016761847,404881172980686,2018-33497,MOC
9811100101,9868501429,2026-02-15 22:23:00,845,460223569725217,404564729293143,2283-39456,MOC
9823685160,9829042284,2026-02-17 00:23:00,457,248251353465549,404164334722820,2470-79711,MOC
9811100103,9837346706,2026-02-24 08:23:00,95,666580043973598,404988392053021,7300-85797,MOC
9839005329,9811100201,2026-02-06 05:23:00,56,460223569725217,404114351906698,1016-45343,MOC
9898327315,9876627028,2026-02-27 16:23:00,525,667665061809190,404318432225913,3525-44686,MOC
9866319314,9813518233,2026-02-06 12:23:00,357,033230982150648,404885744890612,5443-57914,MTC
9890229413,9879955271,2026-02-09 06:23:00,313,414060293333468,404029922809202,1705-32532,MTC
9810801326,9881223623,2026-02-06 09:23:00,331,521667467621202,404988392053021,5225-69951,MOC
9860883561,9864746872,2026-02-25 18:23:00,307,811437447012045,404392827229927,5775-69538,MOC
9866319314,9811775891,2026-02-26 14:23:00,448,158144914766072,404388629127990,7772-94905,MTC
9894406409,9836713695,2026-02-06 01:23:00,521,699586693465472,404042681818451,5158-64723,MOC
9856670106,9885574443,2026-02-07 14:23:00,536,775949299556205,404772369292984,6446-60076,MOC
9882071518,9838156149,2026-03-01 22:23:00,592,148564679970246,404042681818451,2437-58219,MTC
9852427868,9800471138,2026-02-26 05:23:00,589,288515879968460,404757051204618,8302-87221,MTC
9861796405,9869985435,2026-03-02 04:23:00,417,666580043973598,404988392053021,6859-21033,MTC
9836541458,9864887719,2026-02-17 21:23:00,507,521667467621202,404029922809202,3418-34104,MTC
9877014363,9820465375,2026-02-06 19:23:00,275,460223569725217,404772369292984,9775-35004,MOC
9818495931,9856464170,2026-02-27 14:23:00,680,667665061809190,404388629127990,1550-54047,MTC
9856482366,9875946474,2026-02-07 22:23:00,824,414060293333468,404848947697357,1783-44705,MTC
9857871331,9895171870,2026-02-08 19:23:00,751,699586693465472,404631224179749,9419-86164,MTC
9843039117,9829042284,2026-02-09 20:23:00,357,099688143536822,404790714163356,1418-62886,MTC
9811592124,9807991183,2026-02-14 14:23:00,205,336452577754781,404735020802144,2044-38324,MOC
9821818835,9833300001,2026-02-20 12:23:00,201,688615335554398,404270312073564,3458-15536,MTC
9864160529,9881219136,2026-02-17 15:23:00,112,811437447012045,404848947697357,1897-30508,MTC
9823226025,9852312432,2026-03-03 15:23:00,34,842294057202590,404343333952111,7273-72750,MOC
9809477752,9811724005,2026-02-18 04:23:00,89,169797296590277,404220234132611,1153-76784,MOC
9893676320,9831839335,2026-02-08 07:23:00,206,471709991738168,404997968845783,6755-15083,MTC
9899856984,9892127799,2026-02-04 06:23:00,724,270808697829221,404988392053021,6298-72389,MOC
9841395376,9864887719,2026-02-15 23:23:00,857,309652074466609,404450615939982,7948-61921,MOC
9810801326,9811100201,2026-02-21 12:23:00,615,935387584282417,404388629127990,7234-36966,MTC
9893174612,9811998679,2026-02-09 17:23:00,569,447898562575326,404634163894484,1113-21548,MOC
9859407816,9834738299,2026-03-03 08:23:00,440,944171545444328,404247314986430,1419-14374,MTC
9889083863,9811100202,2026-02-03 20:23:00,21,811437447012045,404114351906698,8897-92269,MTC
9816328708,9893792374,2026-02-06 17:23:00,677,484085887704358,404651777392603,4004-10193,MOC
9899809402,9818506716,2026-03-04 07:23:00,549,248251353465549,404651777392603,5831-19254,MTC
9811592124,9856670106,2026-02-18 10:23:00,143,023303070534578,404029922809202,9593-67135,MTC
9833754330,9868164535,2026-02-06 08:23:00,857,112880133613861,404275539423733,1778-28921,MTC
9851370985,9857871331,2026-03-04 06:23:00,333,230461849926189,404256996112535,3345-43636,MOC
9840196556,9821020539,2026-02-13 12:23:00,29,561100225579415,404042681818451,5098-69113,MOC
9844997278,9883503056,2026-02-07 20:23:00,217,916375628900287,404388629127990,8642-68005,MTC
9850240268,9826758692,2026-02-19 12:23:00,799,380571983863840,404394278816580,4899-58161,MTC
9811116152,9829946804,2026-02-26 18:23:00,98,521667467621202,404178006811492,6378-57831,MTC
9894406409,9810762268,2026-02-04 22:23:00,703,248251353465549,404450615939982,5065-24453,MOC
9811100103,9811724005,2026-02-17 09:23:00,669,239431290878141,404728463920867,3587-18187,MTC
9867525459,9854516808,2026-02-18 10:23:00,467,775949299556205,404693084887256,6753-59347,MTC
9810310518,9847143455,2026-02-26 06:23:00,411,007229034944665,404772369292984,7828-65291,MTC
9811100101,9877434873,2026-02-06 03:23:00,173,003354216894210,404735020802144,8658-92965,MOC
9857871331,9863421607,2026-02-06 06:23:00,528,832684245088210,404036915594284,9524-37178,MOC
9811100102,9824745171,2026-02-28 02:23:00,349,158144914766072,404174564240082,2767-24118,MOC
9824745171,9889638346,2026-02-22 12:23:00,791,484085887704358,404589026012796,3014-83955,MTC
9851333872,9856670106,2026-03-04 05:23:00,70,167014508993588,404988392053021,7096-78658,MOC
9885149368,9808613171,2026-02-13 13:23:00,467,167014508993588,404368872588744,9951-12816,MOC
9874016400,9878403690,2026-02-11 21:23:00,164,916375628900287,404368872588744,4144-59205,MTC
9874989413,9885149368,2026-02-03 11:23:00,503,810620034244204,404489554393769,9801-66411,MOC
9805151864,9809477752,2026-02-16 23:23:00,845,666580043973598,404164334722820,3260-23099,MOC
9841241182,9884251354,2026-02-08 05:23:00,449,099688143536822,404055778487282,5460-19642,MOC
9861586578,9893792374,2026-02-07 12:23:00,216,944171545444328,404808562718750,3631-12490,MOC
9875161369,9823281206,2026-02-26 23:23:00,162,336452577754781,404885744890612,7080-61113,MOC
9826217459,9843699577,2026-02-26 06:23:00,879,944171545444328,404790807595794,3961-93978,MTC
9859407816,9850752735,2026-02-17 19:23:00,862,336452577754781,404269448695946,5223-81537,MTC
9891022901,9894406409,2026-02-17 14:23:00,691,158144914766072,404042681818451,7422-22843,MTC
9847143455,9856464170,2026-02-11 02:23:00,345,935387584282417,404034717545588,7526-98696,MOC
9804556238,9850240268,2026-02-10 08:23:00,589,336452577754781,404465669380118,3621-28054,MTC
9814770054,9875946474,2026-02-28 15:23:00,70,177971775170166,404735020802144,7552-39318,MTC
9895171870,9873872148,2026-03-01 01:23:00,824,141173934835642,404343333952111,4216-55222,MOC
