MSISDN,Start Time,End Time,IP Address,MAC Address,Data Uploaded (KB),Data Downloaded (KB),Destination IP
9812419049,2026-02-08 23:23:00,2026-02-09 01:12:00,20.200.89.146,6d:d0:14:45:3e:8f,6761,31718,175.36.152.106
9870348247,2026-02-08 06:23:00,2026-02-08 08:09:00,206.3.156.215,22:f3:84:3e:34:10,6548,18633,74.26.242.54
9815654527,2026-02-15 15:23:00,2026-02-15 15:58:00,174.240.200.121,78:b4:6b:4a:84:91,2087,752,56.124.184.253
9875588675,2026-02-12 19:23:00,2026-02-12 20:29:00,203.44.141.197,36:c4:58:11:7e:fa,9867,65014,205.7.24.169
9880531003,2026-02-04 22:23:00,2026-02-04 23:42:00,49.169.149.35,1a:70:5c:fb:ba:85,1686,24694,194.205.72.241
9864746872,2026-02-19 04:23:00,2026-02-19 06:18:00,131.103.21.159,6b:24:50:c8:f6:e0,4733,43684,140.67.55.251
9844550229,2026-02-23 12:23:00,2026-02-23 13:38:00,212.230.0.143,aa:91:b8:cc:08:52,9079,46676,168.99.83.188
9816328708,2026-02-10 07:23:00,2026-02-10 08:59:00,20.77.99.147,9f:86:21:2e:ec:c3,5548,29202,172.113.84.183
9843524082,2026-02-04 01:23:00,2026-02-04 02:34:00,12.129.39.112,16:b6:70:60:2b:06,5253,37868,126.219.225.232
9861201836,2026-02-12 02:23:00,2026-02-12 04:06:00,103.137.192.128,f4:13:35:93:15:76,2012,84467,77.91.66.193
9876038597,2026-02-18 18:23:00,2026-02-18 18:36:00,127.47.181.51,b8:90:96:60:f4:07,4759,67581,79.68.87.8
9863421607,2026-03-04 01:23:00,2026-03-04 02:07:00,208.247.110.163,7a:90:19:7f:d8:e3,868,64795,186.151.61.94
9831727889,2026-03-02 09:23:00,2026-03-02 09:24:00,102.126.104.24,90:8e:e9:7f:4f:9a,2812,50602,75.133.34.59
9824745171,2026-02-21 13:23:00,2026-02-21 13:54:00,12.21.72.219,e8:65:c1:ba:47:96,7801,74036,39.2.73.224
9880531003,2026-02-26 13:23:00,2026-02-26 13:33:00,6.106.47.72,6c:ff:53:65:2c:20,4144,25098,135.214.108.230
9848932528,2026-02-25 20:23:00,2026-02-25 21:40:00,134.176.132.115,31:56:26:42:59:99,7336,15882,92.173.246.7
9818699938,2026-02-09 05:23:00,2026-02-09 06:03:00,248.152.148.169,67:78:d5:b9:96:af,1874,77904,176.160.127.18
9833754330,2026-02-08 15:23:00,2026-02-08 17:15:00,34.36.141.113,17:24:07:81:7d:2b,2258,79895,140.185.35.253
9851333872,2026-03-01 07:23:00,2026-03-01 09:12:00,67.237.113.89,f0:2e:8c:4d:05:8b,9060,70666,84.26.11.174
9848175496,2026-02-14 03:23:00,2026-02-14 05:16:00,195.253.35.149,c3:16:c1:66:d6:03,2457,35929,147.98.130.201
9801128059,2026-02-09 22:23:00,2026-02-09 23:08:00,39.77.65.80,f4:d7:04:2b:39:62,667,765,133.59.192.83
9863421607,2026-02-03 22:23:00,2026-02-04 00:11:00,171.142.111.85,0b:01:9f:c0:0d:3c,2628,13609,198.242.78.52
9843524082,2026-02-04 19:23:00,2026-02-04 20:06:00,86.68.173.203,df:95:f2:f7:8e:e6,3419,8601,132.252.146.165
9887769453,2026-02-19 00:23:00,2026-02-19 02:02:00,168.8.126.160,5e:05:35:ae:b5:30,1003,55063,163.86.135.99
9882071518,2026-03-02 02:23:00,2026-03-02 04:21:00,22.111.128.100,33:72:9c:81:01:20,8644,84400,188.243.117.8
9818506716,2026-03-01 18:23:00,2026-03-01 19:53:00,207.198.28.74,f3:b1:28:e0:6c:6f,3958,4739,87.32.159.157
9809134316,2026-02-20 03:23:00,2026-02-20 05:01:00,54.114.15.104,6f:19:1a:11:2f:13,8566,68233,182.81.4.151
9826217459,2026-02-03 09:23:00,2026-02-03 10:50:00,67.45.162.168,85:71:ef:cd:c7:21,3243,12199,13.154.70.53
9830923271,2026-03-02 18:23:00,2026-03-02 18:25:00,76.26.72.246,f1:f7:7a:e8:56:9a,3004,89568,62.125.72.203
9843039117,2026-02-18 09:23:00,2026-02-18 10:34:00,20.190.239.144,2d:4f:da:d9:12:9a,1024,97250,49.69.87.89
9831367837,2026-02-05 00:23:00,2026-02-05 02:19:00,240.160.187.248,9e:d9:d9:0a:af:6e,8489,98052,37.14.123.196
9837826398,2026-02-11 23:23:00,2026-02-11 23:25:00,32.162.195.248,ef:f9:ce:eb:d0:32,3280,76038,88.80.148.75
9883242102,2026-02-18 00:23:00,2026-02-18 00:47:00,56.169.220.190,0b:f2:9a:88:be:a4,6019,33254,14.159.236.185
9826758692,2026-02-20 04:23:00,2026-02-20 04:33:00,74.241.24.70,b3:2f:81:bb:ec:09,6193,67896,112.71.23.202
9864160529,2026-02-26 17:23:00,2026-02-26 19:07:00,153.45.133.22,60:5d:e2:70:38:89,3531,29932,252.112.20.250
9830923271,2026-02-08 15:23:00,2026-02-08 16:20:00,229.36.27.113,ca:bf:74:4a:3b:9d,8382,84149,177.3.35.196
9882071518,2026-02-21 05:23:00,2026-02-21 05:58:00,212.133.46.201,f1:14:52:27:21:ed,2684,65034,195.47.18.122
9811775891,2026-02-15 22:23:00,2026-02-15 23:08:00,203.208.77.2,ed:b3:97:14:48:f1,7574,39603,100.23.1.137
9864746872,2026-02-19 23:23:00,2026-02-20 00:18:00,141.192.112.61,8e:7b:b8:29:1f:1b,7324,53439,161.217.236.190
9878390847,2026-02-09 22:23:00,2026-02-09 22:58:00,52.41.95.14,30:7a:73:da:6a:2f,5097,49484,107.192.117.229
9889638346,2026-02-06 12:23:00,2026-02-06 13:25:00,175.209.99.132,cf:78:52:98:e7:c3,3283,16495,2.1.161.36
9831727889,2026-02-21 10:23:00,2026-02-21 12:21:00,90.44.227.236,aa:42:5f:4a:60:7e,2812,79197,174.126.37.238
9891905865,2026-02-03 06:23:00,2026-02-03 07:53:00,234.173.22.214,a6:f9:ea:2a:d2:bb,1308,65639,47.195.249.196
9872423884,2026-02-25 14:23:00,2026-02-25 15:25:00,32.125.160.60,70:37:e4:44:f5:68,7670,17397,167.118.136.56
9844997278,2026-02-04 08:23:00,2026-02-04 10:11:00,77.74.47.40,ec:da:c5:16:68:92,9343,87374,13.47.106.54
9845494808,2026-02-17 05:23:00,2026-02-17 06:48:00,11.49.12.155,4e:8b:ff:4a:60:3f,8761,45281,36.97.203.78
9878403690,2026-02-20 01:23:00,2026-02-20 01:40:00,228.239.133.220,0b:39:10:d8:38:af,2556,99266,245.96.150.105
9805466889,2026-02-06 10:23:00,2026-02-06 11:20:00,180.166.253.112,a5:1a:6d:c6:83:8f,1554,33780,94.14.54.164
9810801326,2026-02-17 18:23:00,2026-02-17 19:42:00,211.108.76.203,a5:3d:96:30:e9:62,7753,35755,73.230.129.129
9818227824,2026-03-03 03:23:00,2026-03-03 04:38:00,149.197.145.229,8e:de:a8:bc:1d:aa,5305,13142,15.252.161.2
9856272980,2026-03-01 06:23:00,2026-03-01 08:09:00,170.240.84.52,76:79:e1:54:2a:55,1999,94468,47.139.51.119
9874074821,2026-02-21 05:23:00,2026-02-21 06:26:00,188.180.231.137,79:59:ee:12:3c:da,5140,96153,160.129.242.2
9877360260,2026-02-06 16:23:00,2026-02-06 17:32:00,82.201.114.215,9a:ea:3b:6f:73:f0,7569,17184,20.33.89.143
9869222196,2026-02-19 01:23:00,2026-02-19 02:51:00,200.197.228.152,ce:a4:26:b4:22:2b,7984,4874,6.30.66.151
9892127799,2026-02-27 12:23:00,2026-02-27 13:24:00,19.46.135.180,06:e0:ad:53:03:df,2516,49209,3.142.64.138
9873763116,2026-02-27 08:23:00,2026-02-27 08:35:00,228.251.90.248,84:96:46:cc:09:50,4398,6672,254.57.48.193
9801845146,2026-02-05 21:23:00,2026-02-05 23:03:00,12.125.131.39,1d:9a:60:01:42:51,424,19751,85.37.76.234
9819600133,2026-02-18 07:23:00,2026-02-18 08:14:00,22.88.193.193,b2:68:e9:aa:04:6f,9754,5531,141.105.159.84
9809134316,2026-02-24 17:23:00,2026-02-24 17:24:00,226.154.91.120,40:7d:9b:a4:6c:e6,8569,13425,144.75.194.192
9856464170,2026-02-16 06:23:00,2026-02-16 08:04:00,96.113.242.94,86:f5:98:ac:1a:a7,100,98607,169.237.231.20
9809134316,2026-02-09 06:23:00,2026-02-09 08:11:00,132.224.253.178,25:88:75:55:8b:9b,6287,54835,226.216.204.16
9875655125,2026-02-19 13:23:00,2026-02-19 13:30:00,225.35.121.188,3a:ea:ac:10:fc:46,8758,98051,186.5.211.59
9836541458,2026-02-21 17:23:00,2026-02-21 17:35:00,225.147.139.54,30:76:bc:6e:6c:82,1215,30574,59.56.51.192
9864746872,2026-03-01 12:23:00,2026-03-01 13:33:00,210.254.214.205,12:73:97:8e:b0:00,502,48335,18.201.212.75
9808613171,2026-02-09 08:23:00,2026-02-09 09:50:00,46.227.143.13,25:9b:1b:5d:6e:c4,8105,79170,122.164.27.17
9821020539,2026-02-06 22:23:00,2026-02-06 23:52:00,36.176.216.227,53:33:aa:29:cd:a9,8293,60069,107.52.136.49
9884251354,2026-02-24 10:23:00,2026-02-24 11:01:00,68.245.11.133,27:6a:5f:a3:cd:c3,6678,88093,166.112.244.153
9892127799,2026-02-25 12:23:00,2026-02-25 13:58:00,15.10.38.10,34:ca:89:1e:22:47,449,27281,179.38.21.128
9871012269,2026-02-24 18:23:00,2026-02-24 19:03:00,133.221.227.213,e3:69:bb:68:3c:8c,7396,95102,239.99.163.101
9803413164,2026-02-04 12:23:00,2026-02-04 12:33:00,161.103.89.110,4e:9a:54:f8:7c:8e,5871,46943,202.97.2.212
9807159696,2026-02-27 19:23:00,2026-02-27 19:40:00,61.207.112.7,69:f3:d1:11:63:e7,1942,8766,171.62.25.246
9854516808,2026-02-27 18:23:00,2026-02-27 19:37:00,55.60.42.127,3e:1e:e1:db:ed:e2,3118,23840,222.33.191.214
9873872148,2026-02-16 08:23:00,2026-02-16 08:50:00,6.61.127.24,80:38:c8:40:d1:fc,1881,51290,19.34.205.40
9899809402,2026-03-04 09:23:00,2026-03-04 10:09:00,82.91.231.202,ee:21:51:9a:ec:a0,2944,30649,215.220.101.195
9864887719,2026-03-03 19:23:00,2026-03-03 21:17:00,92.59.194.117,98:1a:f4:e2:a8:7b,8353,95674,69.153.185.185
9811775891,2026-02-12 06:23:00,2026-02-12 07:48:00,105.218.99.44,67:e6:55:2a:e0:ef,3221,28875,149.96.95.91
9887769453,2026-02-18 02:23:00,2026-02-18 03:45:00,216.61.48.210,d3:37:24:79:e4:a2,8575,3545,73.59.45.83
9876627028,2026-02-16 04:23:00,2026-02-16 04:31:00,17.211.73.154,8c:0c:db:61:d0:4a,6243,96389,237.5.145.78
9864887719,2026-02-09 20:23:00,2026-02-09 22:19:00,248.193.172.242,7b:c9:24:01:d4:4a,9007,35807,235.120.147.240
9890229413,2026-03-03 15:23:00,2026-03-03 15:58:00,3.71.115.153,42:e1:1a:54:bb:dd,433,93420,86.132.0.202
9844550229,2026-03-04 10:23:00,2026-03-04 11:24:00,86.103.161.169,88:23:6e:66:36:91,924,29702,160.93.144.240
9874016400,2026-02-23 22:23:00,2026-02-24 00:18:00,192.41.71.21,8a:4a:9a:94:91:57,1336,71023,248.156.42.69
9811775891,2026-02-27 06:23:00,2026-02-27 07:42:00,173.46.128.178,43:bb:6d:e2:2d:c5,1083,22576,141.102.240.205
9807159696,2026-02-13 23:23:00,2026-02-14 00:06:00,72.70.87.106,36:bf:60:37:6a:5b,3950,73726,201.211.102.58
9893745299,2026-02-09 15:23:00,2026-02-09 16:54:00,161.5.136.195,b8:74:e4:df:4f:be,5632,98168,232.45.6.93
9811724005,2026-02-19 02:23:00,2026-02-19 04:20:00,70.63.76.92,a2:f1:d9:ce:c5:96,4079,87050,12.246.211.135
9838156149,2026-02-07 01:23:00,2026-02-07 03:21:00,76.213.27.68,eb:24:e0:49:bb:f4,4605,99945,24.55.109.89
9833963605,2026-03-02 05:23:00,2026-03-02 06:12:00,53.218.215.121,ea:54:f9:b8:52:0c,6782,82584,78.9.1.58
9875255341,2026-02-17 01:23:00,2026-02-17 03:21:00,226.103.5.184,f5:6a:6b:be:0d:9b,2157,65330,44.99.13.168
9857262849,2026-02-07 09:23:00,2026-02-07 11:09:00,30.74.226.179,1a:ad:f1:8b:f5:4b,8614,74071,152.252.172.225
9893745299,2026-02-19 23:23:00,2026-02-20 00:04:00,229.100.149.10,51:22:62:16:7f:a7,7404,2696,82.210.69.174
9875588675,2026-02-10 09:23:00,2026-02-10 09:31:00,64.193.115.133,e5:48:d9:0f:55:a4,3530,2288,121.140.67.182
9811775891,2026-02-17 03:23:00,2026-02-17 03:45:00,12.225.24.15,46:6d:35:12:46:e0,3934,99847,40.118.45.117
9804556238,2026-02-13 09:23:00,2026-02-13 11:15:00,29.217.50.28,44:ff:fb:a2:38:10,6882,68548,252.157.220.33
9883242102,2026-02-26 00:23:00,2026-02-26 02:07:00,95.109.1.70,ea:4f:f6:87:c4:ad,441,15530,22.123.52.129
9834738299,2026-02-06 06:23:00,2026-02-06 07:56:00,13.30.218.80,9d:0d:f7:43:2f:66,2021,47388,236.1.209.219
9827048281,2026-02-20 00:23:00,2026-02-20 01:11:00,72.133.207.174,83:04:b2:5e:22:dc,7086,34253,179.158.3.122
9839421047,2026-02-22 14:23:00,2026-02-22 15:31:00,248.112.247.97,41:23:c1:ca:20:f0,4685,35943,224.185.155.148
9826758692,2026-03-01 00:23:00,2026-03-01 00:29:00,227.175.127.219,e2:14:77:29:af:2d,8436,60417,18.42.206.133
9804556238,2026-02-24 09:23:00,2026-02-24 09:30:00,162.18.191.50,89:8e:b5:22:7e:24,5765,13746,195.213.192.89
9882071518,2026-03-02 09:23:00,2026-03-02 10:59:00,39.79.94.34,1d:91:84:c7:39:0b,1502,52273,124.113.156.47
9892127799,2026-02-06 17:23:00,2026-02-06 17:27:00,226.203.194.85,eb:43:0a:f7:a6:70,8165,648,216.23.198.158
9836690967,2026-02-22 02:23:00,2026-02-22 04:11:00,94.189.168.70,e5:38:ed:76:65:f9,2730,27278,85.56.243.181
9884251354,2026-02-17 01:23:00,2026-02-17 02:08:00,202.194.5.71,e4:ea:09:df:78:18,315,86337,238.52.88.186
9891905865,2026-03-01 07:23:00,2026-03-01 09:18:00,132.74.231.134,dd:9b:f7:14:f5:b5,1152,21015,153.123.245.190
9811116152,2026-02-18 08:23:00,2026-02-18 08:24:00,146.36.123.89,9f:3c:50:f0:25:19,7535,63448,244.39.218.128
9873872148,2026-02-05 13:23:00,2026-02-05 13:27:00,91.135.89.241,e8:f0:a4:d4:cd:1f,3878,61258,135.126.31.243
9840196556,2026-02-18 03:23:00,2026-02-18 04:20:00,89.219.140.111,15:5d:d5:5a:be:d5,843,36519,147.83.39.172
9823511615,2026-02-03 20:23:00,2026-02-03 20:31:00,113.227.70.173,1f:37:04:29:1c:b9,5513,6628,122.250.204.23
9841395376,2026-02-02 14:23:00,2026-02-02 15:31:00,102.161.15.242,8c:9d:fb:dd:bd:71,9719,87770,52.165.207.194
9866319314,2026-02-13 02:23:00,2026-02-13 02:53:00,121.75.203.80,3e:eb:02:da:fe:25,4299,25594,202.3.130.249
9867749649,2026-02-26 13:23:00,2026-02-26 13:59:00,200.146.182.179,85:2f:7a:0d:14:02,6324,60385,246.184.44.172
9806594013,2026-03-03 15:23:00,2026-03-03 17:18:00,186.229.41.66,18:76:c9:7b:de:70,5714,67759,231.164.203.53
9869222196,2026-02-17 23:23:00,2026-02-18 00:22:00,14.116.107.149,a9:9d:57:ba:9f:f1,6917,59774,52.192.93.214
9866319314,2026-02-06 23:23:00,2026-02-07 01:00:00,239.251.112.193,e0:df:65:b1:df:3f,2164,33854,217.187.14.163
9856482366,2026-02-28 12:23:00,2026-02-28 14:12:00,52.254.21.187,02:89:44:c4:3c:19,9688,83236,110.109.173.28
9836713695,2026-02-18 16:23:00,2026-02-18 17:21:00,224.227.125.41,6d:62:7f:47:55:ec,6614,68765,114.65.157.151
9882620450,2026-02-28 18:23:00,2026-02-28 18:52:00,130.113.17.248,4a:bb:b0:2d:ab:4c,8647,1284,98.11.87.158
9823281206,2026-02-02 15:23:00,2026-02-02 16:22:00,191.152.122.197,84:5d:05:0b:4b:65,6752,7208,39.137.143.186
9820465375,2026-02-15 09:23:00,2026-02-15 09:31:00,36.75.177.164,de:6a:9b:b3:a8:27,3628,36043,129.137.14.55
9831839335,2026-02-14 20:23:00,2026-02-14 22:17:00,157.141.7.137,70:0c:0b:d1:cd:51,4441,47293,127.239.99.164
9848932528,2026-02-04 18:23:00,2026-02-04 18:53:00,130.59.25.126,16:71:d4:83:83:6b,7834,1458,111.94.27.172
9823226025,2026-02-25 19:23:00,2026-02-25 20:28:00,224.107.44.146,19:58:a8:91:bb:64,7320,47675,28.105.64.59
9805466889,2026-02-22 09:23:00,2026-02-22 09:41:00,68.31.144.92,de:e4:27:3b:d1:81,4531,98436,99.225.78.74
9879740344,2026-03-03 07:23:00,2026-03-03 08:05:00,150.19.214.228,61:41:c5:67:13:66,3299,76940,115.162.212.37
9896965328,2026-02-25 16:23:00,2026-02-25 17:03:00,225.101.236.108,9d:28:27:c5:3a:fe,8819,21095,161.34.201.209
9867468071,2026-02-28 14:23:00,2026-02-28 14:45:00,160.115.61.237,3b:71:95:6c:3f:de,751,79895,199.23.150.4
9810433218,2026-02-21 17:23:00,2026-02-21 18:42:00,120.245.155.232,64:9e:91:00:ee:95,8691,989,187.169.154.159
9862473178,2026-02-18 10:23:00,2026-02-18 12:07:00,94.187.63.192,4d:32:c0:0e:6e:fe,5162,10112,4.188.226.205
9869901627,2026-02-08 00:23:00,2026-02-08 00:55:00,7.156.215.156,b9:7f:ed:9b:b2:e0,1358,27354,195.115.83.250
9816697848,2026-02-27 14:23:00,2026-02-27 14:31:00,176.247.208.39,43:2b:2c:ce:88:0c,2764,68169,34.239.234.11
9804556238,2026-02-25 10:23:00,2026-02-25 11:32:00,103.104.195.180,fd:53:1c:bf:4b:a0,8442,34845,174.123.65.237
9847143455,2026-03-04 07:23:00,2026-03-04 08:20:00,15.77.58.121,d8:01:2f:52:b6:81,5237,83671,104.123.91.177
9818506716,2026-02-23 18:23:00,2026-02-23 19:26:00,120.27.15.116,3e:c9:ea:70:71:5b,7566,3634,34.97.150.232
9893792374,2026-02-24 08:23:00,2026-02-24 09:35:00,40.12.222.41,8c:61:98:c6:9c:1a,9598,78797,181.38.0.12
9867365766,2026-02-18 00:23:00,2026-02-18 02:09:00,232.33.33.13,69:4c:62:84:9c:77,3629,65857,244.154.228.154
9827048281,2026-02-04 00:23:00,2026-02-04 01:23:00,10.130.158.99,2a:d1:34:34:99:c5,970,83852,173.173.203.62
9834624751,2026-02-21 21:23:00,2026-02-21 21:24:00,77.243.192.186,f9:2c:a3:bb:86:8e,169,96594,50.119.69.182
9809743953,2026-02-14 14:23:00,2026-02-14 15:15:00,66.32.174.40,c6:4e:24:15:25:98,6508,71200,69.114.21.58
9834624751,2026-02-15 23:23:00,2026-02-16 00:32:00,246.5.228.230,bf:0f:19:a4:c6:8e,3381,5085,224.161.122.172
9809743953,2026-02-26 00:23:00,2026-02-26 00:51:00,215.165.215.240,89:a9:af:50:fc:6a,7904,24098,7.167.164.32
9861586578,2026-02-10 02:23:00,2026-02-10 03:46:00,225.80.68.209,07:5a:5f:4c:9a:07,5999,80901,45.9.195.86
9859514846,2026-02-24 06:23:00,2026-02-24 07:02:00,229.218.49.2,72:18:99:d8:10:58,3787,71463,252.158.171.90
9878961183,2026-02-05 19:23:00,2026-02-05 20:12:00,51.208.234.250,46:cc:74:59:a4:b0,672,40070,249.16.83.75
9837346706,2026-02-10 20:23:00,2026-02-10 21:22:00,169.92.116.57,97:0d:22:56:5a:e2,3353,3288,243.237.42.236
9851333872,2026-02-10 13:23:00,2026-02-10 14:35:00,214.44.210.25,9a:8a:e7:ed:e7:a2,506,47433,28.21.248.137
9844935348,2026-03-04 09:23:00,2026-03-04 11:11:00,229.28.118.56,86:03:9a:76:c6:7b,1032,82812,99.252.82.68
9898169340,2026-02-12 00:23:00,2026-02-12 00:58:00,211.19.150.169,df:56:a6:5a:79:e9,7937,65293,56.163.18.236
9834309805,2026-02-21 01:23:00,2026-02-21 01:36:00,230.200.164.200,06:87:4c:fa:5d:33,4473,51264,205.87.111.87
9898327315,2026-02-24 12:23:00,2026-02-24 13:47:00,154.103.181.236,43:6f:c6:16:20:4c,6485,26216,67.166.157.135
9853315869,2026-02-24 22:23:00,2026-02-24 23:26:00,233.82.16.140,37:ea:85:22:1e:f7,5752,59889,22.161.103.61
9815654527,2026-02-20 02:23:00,2026-02-20 03:21:00,250.35.118.64,cf:2f:0a:d5:fa:9d,9266,30695,36.19.54.158
9880793597,2026-02-02 11:23:00,2026-02-02 11:52:00,164.158.24.75,ce:0b:0c:d9:a6:88,7709,50154,113.187.3.47
9893174612,2026-02-25 03:23:00,2026-02-25 04:49:00,216.27.75.153,ab:7c:1b:ef:f5:41,5491,971,204.237.106.182
9887769453,2026-02-18 06:23:00,2026-02-18 06:38:00,77.51.49.16,57:93:7b:89:3e:ea,5931,23590,83.169.236.34
9834624751,2026-02-14 18:23:00,2026-02-14 19:13:00,116.81.192.7,d8:6a:5c:b4:d8:e9,3139,50949,219.56.92.233
9839421047,2026-02-12 02:23:00,2026-02-12 04:19:00,194.114.220.52,39:fd:08:73:15:6a,8867,17603,30.201.144.191
9829042284,2026-02-18 06:23:00,2026-02-18 08:05:00,35.237.81.127,4f:47:2e:b4:cb:5d,7701,32336,78.210.129.169
9800766177,2026-02-14 08:23:00,2026-02-14 08:42:00,40.245.198.106,c0:01:5f:45:27:9f,6728,85977,79.117.146.102
9877014363,2026-02-18 04:23:00,2026-02-18 05:40:00,192.28.4.64,fc:e7:3b:e2:8c:3e,9499,82259,31.31.61.112
9811116152,2026-02-06 21:23:00,2026-02-06 22:13:00,242.202.166.254,15:90:f3:66:85:c6,6261,73919,124.212.79.185
9823226025,2026-02-27 01:23:00,2026-02-27 02:45:00,224.211.200.144,9b:5a:d8:4f:e8:8a,8832,71284,219.139.222.70
9850643171,2026-03-01 22:23:00,2026-03-01 22:40:00,217.17.143.31,4a:11:de:b7:76:a6,809,83517,45.13.105.27
9838156149,2026-03-03 10:23:00,2026-03-03 11:23:00,241.132.151.23,3e:e2:fe:21:b1:2f,5198,19923,97.121.139.204
9823511615,2026-02-21 15:23:00,2026-02-21 15:57:00,39.196.228.161,be:dd:d0:ac:56:5d,1325,20515,211.37.2.161
9861586578,2026-02-07 22:23:00,2026-02-08 00:12:00,30.85.116.55,72:5c:0e:47:b4:39,8912,82974,74.40.249.151
9893174612,2026-02-17 20:23:00,2026-02-17 20:53:00,246.190.244.188,c0:c8:dc:d5:69:75,805,13351,91.86.205.157
9839005329,2026-02-28 23:23:00,2026-03-01 00:55:00,40.138.252.21,2e:58:ef:b9:b8:7b,7178,79656,136.108.60.219
9861796405,2026-02-26 13:23:00,2026-02-26 14:47:00,131.1.166.120,96:e8:c9:65:0f:ad,5415,393,64.70.24.92
9847679764,2026-02-06 17:23:00,2026-02-06 17:41:00,141.18.193.12,bd:de:75:c1:99:a1,2916,56120,35.114.252.75
9885149368,2026-02-16 07:23:00,2026-02-16 08:15:00,29.29.197.141,ff:25:8a:1e:48:01,7964,96394,38.94.47.84
9864887719,2026-02-13 00:23:00,2026-02-13 00:37:00,11.164.59.232,85:fe:18:28:ab:6f,7750,27845,113.102.189.3
9874016400,2026-02-14 10:23:00,2026-02-14 12:06:00,174.189.150.60,b6:59:c3:b6:87:47,7938,88563,162.229.5.194
9840196556,2026-02-16 19:23:00,2026-02-16 21:21:00,54.55.194.64,5a:ae:a7:4a:cc:69,5904,18627,181.171.208.94
9810433218,2026-02-18 13:23:00,2026-02-18 15:08:00,234.112.131.79,30:68:cd:9b:1b:3d,2430,34699,99.192.142.59
9827048281,2026-02-09 20:23:00,2026-02-09 21:17:00,35.131.120.75,1c:0a:34:26:27:a1,2500,88901,100.183.168.74
9884251354,2026-02-19 04:23:00,2026-02-19 04:54:00,226.107.69.2,24:25:4a:0a:89:49,5264,2157,138.123.34.90
9852312432,2026-02-03 17:23:00,2026-02-03 19:14:00,46.188.157.37,62:4a:44:86:87:84,4142,57899,76.186.90.142
9850983930,2026-02-09 06:23:00,2026-02-09 07:33:00,84.244.61.158,9b:74:c2:ba:a3:36,168,82409,154.170.168.116
9818495931,2026-02-04 10:23:00,2026-02-04 12:18:00,154.2.43.14,22:3e:17:8c:f8:2d,6300,366,193.155.108.76
9878961183,2026-02-20 15:23:00,2026-02-20 17:14:00,41.175.215.59,46:00:c7:f7:fa:01,3099,42656,31.183.84.156
9839005329,2026-02-16 17:23:00,2026-02-16 19:16:00,82.53.183.37,c3:cf:37:47:df:d5,2218,76007,78.4.244.219
9869985435,2026-02-22 06:23:00,2026-02-22 07:08:00,253.39.71.244,d2:d1:1b:5a:62:69,7922,80662,64.76.13.111
9856670106,2026-02-25 17:23:00,2026-02-25 18:19:00,68.96.109.156,e5:69:8a:38:d7:db,5973,70110,80.177.46.41
9844550229,2026-02-05 17:23:00,2026-02-05 18:12:00,244.187.138.224,c9:9d:72:ac:ae:68,5922,65116,203.173.226.106
9812419049,2026-02-03 08:23:00,2026-02-03 10:20:00,168.205.178.237,91:83:f0:7b:e3:4a,9295,87557,74.122.162.93
9810433218,2026-02-22 04:23:00,2026-02-22 05:01:00,165.105.232.177,44:e0:7e:78:80:be,7660,8426,130.25.208.173
9871093248,2026-02-22 04:23:00,2026-02-22 04:56:00,209.150.105.178,c4:78:88:b2:f7:f2,7650,16387,142.8.185.230
9876038597,2026-02-13 00:23:00,2026-02-13 00:39:00,146.115.80.29,f5:44:60:0d:b7:cb,6386,80530,51.81.128.48
9823226025,2026-02-03 03:23:00,2026-02-03 03:33:00,172.102.165.137,dd:53:57:8c:cc:53,6025,46277,214.37.169.4
9875655125,2026-02-11 02:23:00,2026-02-11 03:17:00,240.112.212.99,fb:d6:d2:50:c0:7d,3760,37464,226.239.185.33
9821818835,2026-02-07 17:23:00,2026-02-07 18:22:00,89.96.25.68,a6:18:3b:22:e5:ea,2090,66585,134.165.241.178
9805466889,2026-02-09 06:23:00,2026-02-09 06:24:00,205.197.253.150,5f:c1:82:d6:15:d7,9987,94180,117.138.199.174
9893676320,2026-03-02 17:23:00,2026-03-02 19:09:00,233.58.175.160,b2:29:14:ce:a5:bb,9389,1209,80.204.19.148
9856272980,2026-02-26 15:23:00,2026-02-26 15:45:00,174.132.71.186,6c:e8:9b:29:d8:d1,9977,69411,217.123.207.20
9873763116,2026-02-22 18:23:00,2026-02-22 19:41:00,132.81.160.114,18:11:c4:76:6a:78,2486,71815,235.130.10.74
9816658760,2026-02-19 10:23:00,2026-02-19 11:58:00,133.99.20.228,3e:2f:24:38:a8:f0,6696,31541,43.100.191.64
9823511615,2026-02-08 08:23:00,2026-02-08 09:43:00,171.81.113.171,5a:fd:27:1d:87:be,7323,88292,161.99.106.81
9874989413,2026-02-24 22:23:00,2026-02-25 00:15:00,228.99.80.47,27:58:6f:13:4a:b6,6048,80042,78.54.149.84
9853315869,2026-02-11 01:23:00,2026-02-11 02:51:00,153.254.249.75,93:be:94:11:5f:00,4084,75070,93.248.153.254
9824745171,2026-02-12 08:23:00,2026-02-12 10:16:00,119.233.24.248,bf:f7:83:2b:04:fd,4579,13272,156.218.73.229
9811116152,2026-02-07 01:23:00,2026-02-07 02:15:00,145.211.39.151,0a:28:5f:99:ab:c4,7993,76096,35.87.234.127
9876038597,2026-02-25 15:23:00,2026-02-25 16:11:00,36.230.34.236,74:ba:38:f6:ad:01,3705,67593,67.125.198.164
